source,content,price,product_type,vendor
titan-ecabin-3d,"Product Name: Titan eCabin 3D
Description: Intelligent Voice Control Intelligent Health Detection 3D Massage Mechanism Body Scan Technology 2-Stage Zero Gravity Reclining SL-Track 28-Cell Air Compression Massage Lumbar Heating 20 Auto Programs 6 Manual Programs Hand Shiatsu Specialized Foot Rollers Spring-Loaded Extendable Footrest const externalURL = ""https://ota-shawn.github.io/Products/Titan/eCabin.html""; $(""#externalURL"").load(externalURL, () => { $(""#externalURL"").contents().unwrap(); });
[Available Options & Prices]
- [Color: Black / Delivery: Curbside - Free / Warranty: 1 Year (Parts/Labor) 2&3 Year (Parts Only) - Free] => Total Price: $2999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3248.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3348.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3274.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3523.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3623.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $2999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3248.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3348.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3274.0 | Availability: 999 in stock
- [Standard Option] => Total Price: $3523.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3623.95 | Availability: 1000 in stock",2999.0,Massage Chair,Titan
titan-epic-4d,"Product Name: Titan TP-Epic 4D (Free 2 Yrs Warranty 🎁)
Description: 4D Massage Mechanism Attentive Body Scan SL-Track 36 Air Cell Full Body Compression 3 Stage Zero Gravity Space Saving Technology Lumbar Heat Therapy 12 Auto Programs with 6 Massage Styles Two-roller Foot Massage Surround Sound Bluetooth Speakers USB Charger &amp; Remote Holder INTENSITY LEVEL 5 - 8 const externalURL = ""https://RobinChoi00.github.io/Product/ReEpic/ReEpic_productPage.html?v=20260217""; $(""#externalURL"").load(externalURL, () => { $(""#externalURL"").contents().unwrap(); const script = document.createElement(""script""); script.src = ""https://RobinChoi00.github.io/Product/ReEpic/ReEpic_script.js?v=20250501""; script.defer = true; document.body.appendChild(script); });
[Available Options & Prices]
- [Color: Black / Delivery: Curbside Delivery - Free / Warranty: Free 2 Year Extended (Parts/Labor)] => Total Price: $4999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $5274.0 | Availability: 999 in stock
- [Standard Option] => Total Price: $4999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $5274.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $4999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $5274.0 | Availability: 999 in stock",4999.0,Massage Chair,Titan
titan-ergo-9606f-mesh,"Product Name: Titan Ergo 9606F (Mesh)
Description: Ergonomic Design Breathable Mesh Fabric Adjustable Height Adjustable Armrest &amp; Headrest Adjustable Back Pressure Built-in Hanger Cushion Support Tilting Lock const externalURL = ""https://ota-shawn.github.io/Products/Titan/Titan%20Ergo%209606F%20(Mesh).html""; $(""#externalURL"").load(externalURL, () => { $(""#externalURL"").contents().unwrap(); });
[Available Options & Prices]
- [Title: Default Title] => Total Price: $199.0 | Availability: 999 in stock",199.0,Ergonomic Seating,Titan
titan-ergo-9606p-synthetic-leather,"Product Name: Titan Ergo 9606P (Synthetic Leather)
Description: Ergonomic Design Breathable Mesh Fabric Adjustable Height Adjustable Armrest &amp; Headrest Adjustable Back Pressure Built-in Hanger Cushion Support Tilting Lock const externalURL = ""https://ota-shawn.github.io/Products/Titan/Titan%20Ergo%209606P%20(Synthetic%20Leather).html""; $(""#externalURL"").load(externalURL, () => { $(""#externalURL"").contents().unwrap(); });
[Available Options & Prices]
- [Title: Default Title] => Total Price: $199.0 | Availability: 1000 in stock",199.0,Ergonomic Seating,Titan
titan-forge,"Product Name: Titan Forge
Description: 3D MASSAGE MECHANISM BODY SCAN TECHNOLOGY 3-Stage Zero Gravity Reclining Sl-Track System Space-Saving Technology 24-Cell Air Compression Massage Lumbar Heating Therapy 21 Auto Programs 11 Manual Modes Specialized Foot Rollers Spring-Loaded Extendable Footrest Convenient Remote Controller Quality Bluetooth Speakers Easy Removable Headrest Quick Side Panels USB Charging Port Loading Plantaris Product Detail... (function () { var baseURL = ""https://RobinChoi00.github.io/Product/Forge/""; var v = new Date().getTime(); // 1) CSS 연결 $('head').append(` `); $('head').append(` `); // 2) HTML 가져오기 $.ajax({ url: baseURL + ""index.html"", data: { v: v }, dataType: ""html"", success: function (data) { // HTML 파싱 var parser = new DOMParser(); var doc = parser.parseFromString(data, ""text/html""); var $content = $(doc.body).contents(); // 3) 이미지 경로 수리 $content.find('img').each(function () { var src = $(this).attr('src'); if (src && !src.startsWith('http')) { $(this).attr('src', baseURL + src); } }); // 4) 기존 스크립트 태그 청소 $content.find('script').remove(); $('#Forge-content-anchor').empty().append($content); // 6) JS 실행 var script = document.createElement(""script""); script.src = baseURL + ""script.js?v="" + v; script.defer = true; document.body.appendChild(script); }, error: function () { // [변경됨] 에러 메시지 타겟 ID 변경 $('#Forge-content-anchor').html(' Failed to load content. '); } }); })();
[Available Options & Prices]
- [Color: black / Delivery: Curbside Delivery - Free / Warranty: 1 Year(Parts/Labor) 2&3 Year(Parts Only) - Free] => Total Price: $3999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $4248.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $4348.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $4274.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $4523.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $4623.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $4248.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $4348.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $4274.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $4523.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $4623.95 | Availability: 1000 in stock",3999.0,Massage Chair,Titan Chair
titan-gemini,"Product Name: Titan Gemini
Description: Full Body Sync Massage Mechanism Lumbar &amp; Calf Heating Specialized Neck Massage Straight Track &amp; Glutes Kneading Intelligent Voice Control 24 Cell Full Body Air Massage 2 Rotating Foot Massagers Spring-Loaded Extendable Footrest const externalURL = ""https://RobinChoi00.github.io/Product/Gemini/Gemini.html""; $(""#externalURL"").load(externalURL, () => { $(""#externalURL"").contents().unwrap(); // HTML 로드 후 JS 삽입 const script = document.createElement(""script""); script.src = ""https://RobinChoi00.github.io/Product/Gemini/Gemini_script.js""; script.defer = true; document.body.appendChild(script); });
[Available Options & Prices]
- [Color: Black / Delivery: Curbside - Free / Warranty: 1 Year (Parts/Labor) 2&3 Year (Parts Only) - Free] => Total Price: $2999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3248.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3348.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3274.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3523.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3623.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $2999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3248.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3348.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3274.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3523.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3623.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $2999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3248.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3348.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3274.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3523.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3623.95 | Availability: 1000 in stock",2999.0,Massage Chair,Titan
titan-grande-xl-big-and-tall,"Product Name: Titan Grande XL- Big and Tall (Up to 375lbs, 6'5"")
Description: 3D Massage Mechanism Intelligent Voice Control Automatic Body Scan 3-Stage Zero Gravity SL-Track 8 Auto Programs 5 Manual Programs 22 Cell Full Body Air Massage 2 Specialized Foot Rollers Spring-Loaded Extendable Footrest Lumbar Heating Convenient Remote Control Bluetooth Speakers const externalURL = ""https://RobinChoi00.github.io/Product/ReGrandXL/ReGrandXL_productPage.html?v=20250515""; $(""#externalURL"").load(externalURL, () => { $(""#externalURL"").contents().unwrap(); const script = document.createElement(""script""); script.src = ""https://RobinChoi00.github.io/Product/ReGrandXL/ReGrandXL_script.js""; script.defer = true; document.body.appendChild(script); });
[Available Options & Prices]
- [Color: Black / Delivery: Curbside Delivery - Free / Warranty: 1 Year(Parts/Labor) 2&3 Year(Parts Only) - Free] => Total Price: $3499.0 | Availability: 998 in stock
- [Standard Option] => Total Price: $3748.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3848.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3774.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $4023.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $4123.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3499.0 | Availability: 999 in stock
- [Standard Option] => Total Price: $3748.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3848.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3774.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $4023.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $4123.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3499.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3748.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3848.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3774.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $4023.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $4123.95 | Availability: 1000 in stock",3499.0,Massage Chair,Titan
titan-ignite-sync,"Product Name: Titan Ignite Sync
Description: INTELLIGENT HEALTH DETECTION 3D+2D DUAL MASSAGE MECHANISM INTELLIGENT VOICE CONTROL ANKLE STRETCHING MECHANISM BODY SCAN TECHNOLOGY SL-TRACK SYSTEM SPACE-SAVING TECHNOLOGY 20 AUTO PROGRAMS 5 MANUAL MODES 2 SPECIALIZED FOOT ROLLERS AUTOMATIC EXTENDABLE FOOTREST LCD TOUCHSCREEN CONTROLLER SHORTCUT DIAL BLUETOOTH SPEAKERS Loading Ignite Sync Product Detail... (function () { // 💡 [경로 수정] GitHub 레포지토리의 Ignite_sync 폴더로 타겟 변경 var baseURL = ""https://RobinChoi00.github.io/Product/Ignite_sync/""; var v = new Date().getTime(); // Cache Busting // 1) CSS Injection if (!$('link[href*=""Ignite_sync/style.css""]').length) { $('head').append(` `); } // 2) Google Fonts Integration (기존 유지) $('head').append(` `); // 3) HTML Fetching & Image Path Repairing $.ajax({ url: baseURL + ""index.html"", data: { v: v }, dataType: ""html"", success: function (data) { var parser = new DOMParser(); var doc = parser.parseFromString(data, ""text/html""); var $content = $(doc.body).contents(); // 상대 경로 이미지를 절대 경로(GitHub)로 변환 $content.find('img, video source').each(function () { var src = $(this).attr('src'); if (src && !src.startsWith('http')) { $(this).attr('src', baseURL + src); } }); // 비디오 태그는 src 변경 후 다시 로드해야 자동 재생이 정상 작동할 수 있습니다. $content.find('video').each(function() { this.load(); }); // XSS 방어 및 렌더링 $content.find('script').remove(); // 💡 Ignite Sync 앵커에 HTML 주입 $('#IgniteSync-content-anchor').empty().append($content); // 4) External JS Execution var script = document.createElement(""script""); script.src = baseURL + ""script.js?v="" + v; script.defer = true; document.body.appendChild(script); }, error: function () { // 💡 에러 메시지 텍스트 변경 $('#IgniteSync-content-anchor').html(' Failed to load Ignite Sync content. Please refresh the page. '); } }); })();
[Available Options & Prices]
- [Color: Black / Delivery: Curbside - Free / Warranty: 1 Year (Parts/Labor) 2&3 Year (Parts Only) - Free] => Total Price: $2999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3248.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3348.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3274.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3523.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3623.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $2999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3248.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3348.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3274.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3523.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3623.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $2999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3248.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3348.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3274.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3523.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3623.95 | Availability: 999 in stock",2999.0,Massage Chair,Titan Chair
titan-nido,"Product Name: Titan Nido 3D
Description: INTELLIGENT VOICE CONTROL AIR 3D MASSAGE MECHANISM BODY SCAN TECHNOLOGY ROCKING MOTION POSITIONS 2-STAGE ZERO GRAVITY RECLINING SL-TRACK SYSTEM SPACE-SAVING TECHNOLOGY 24-CELL AIR COMPRESSION MASSAGE LUMBAR &amp; CALF HEATING THERAPY 22 AUTO PROGRAMS 6 MANUAL MODES SPECIALIZED FOOT ROLLERS SPRING-LOADED EXTENABLE FOOTREST INCLUDED MASSAGE BACK PAD QUALITY BLUETOOTH SPEAKERS 7.5"" TOUCHSCREEN CONTROLLER QUICK SIDE PANELS USB CHARGING PORT Loading Nido Product Detail... (function () { // [변경됨] 경로를 Forge -> Nido로 수정 var baseURL = ""https://RobinChoi00.github.io/Product/Nido/""; var v = new Date().getTime(); // 1) CSS 연결 $('head').append(` `); // 폰트는 그대로 유지 (필요 시 변경 가능) $('head').append(` `); // 2) HTML 가져오기 $.ajax({ url: baseURL + ""index.html"", data: { v: v }, dataType: ""html"", success: function (data) { // HTML 파싱 var parser = new DOMParser(); var doc = parser.parseFromString(data, ""text/html""); var $content = $(doc.body).contents(); // 3) 이미지 경로 수리 $content.find('img').each(function () { var src = $(this).attr('src'); if (src && !src.startsWith('http')) { $(this).attr('src', baseURL + src); } }); // 4) 기존 스크립트 태그 청소 $content.find('script').remove(); // [변경됨] ID를 Nido-content-anchor로 수정 $('#Nido-content-anchor').empty().append($content); // 6) JS 실행 var script = document.createElement(""script""); script.src = baseURL + ""script.js?v="" + v; script.defer = true; document.body.appendChild(script); }, error: function () { // [변경됨] 에러 메시지 타겟 ID 수정 $('#Nido-content-anchor').html(' Failed to load content. '); } }); })();
[Available Options & Prices]
- [Color: Black / Delivery: Curbside Delivery - Free / Warranty: 1 Year(Parts/Labor) 2&3 Year(Parts Only) - Free] => Total Price: $2199.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $2448.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $2548.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $2474.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $2723.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $2823.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $2199.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $2448.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $2548.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $2474.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $2723.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $2823.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $2199.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $2448.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $2548.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $2474.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $2723.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $2823.95 | Availability: 1000 in stock",2199.0,Massage Chair,Titan Chair
titan-plantaris,"Product Name: Titan Plantaris
Description: Intelligent Voice Control Emergency Stop Button Rocking Massage Position Deep Calf Kneading Calf Rollers&amp;Bumpers 4D Massage Mechanism Body Scan Technology 2-Stage Zero Gravity Reclining Sl-Track System Space-Saving Technology 24-Cell Air Compression Massage Lumbar Heating Therapy 22 Auto Programs 6 Manual Modes Spring-Loaded Extendable Footrest Touchscreen Controller Quality Bluetooth Speakers Loading Plantaris Product Detail... (function () { // [변경됨] URL을 ION에서 Plantaris로 변경 var baseURL = ""https://RobinChoi00.github.io/Product/Plantaris/""; var v = new Date().getTime(); // 1) CSS 연결 $('head').append(` `); $('head').append(` `); // 2) HTML 가져오기 $.ajax({ url: baseURL + ""Index.html"", data: { v: v }, dataType: ""html"", success: function (data) { // HTML 파싱 var parser = new DOMParser(); var doc = parser.parseFromString(data, ""text/html""); var $content = $(doc.body).contents(); // 3) 이미지 경로 수리 $content.find('img').each(function () { var src = $(this).attr('src'); if (src && !src.startsWith('http')) { $(this).attr('src', baseURL + src); } }); // 4) 기존 스크립트 태그 청소 $content.find('script').remove(); // 5) [변경됨] Plantaris용 앵커(#plantaris-content-anchor)에 내용 집어넣기 $('#plantaris-content-anchor').empty().append($content); // 6) JS 실행 var script = document.createElement(""script""); script.src = baseURL + ""script.js?v="" + v; script.defer = true; document.body.appendChild(script); }, error: function () { // [변경됨] 에러 메시지 타겟 ID 변경 $('#plantaris-content-anchor').html(' Failed to load content. '); } }); })();
[Available Options & Prices]
- [Color: black / Delivery: Curbside Delivery - Free / Warranty: 1 Year(Parts/Labor) 2&3 Year(Parts Only) - Free] => Total Price: $6999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $7248.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $7348.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $7274.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $7523.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $7623.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $6999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $7248.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $7348.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $7274.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $7523.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $7623.95 | Availability: 1000 in stock",6999.0,Massage Chair,Titan Chair
titan-premium-fleetwood-ii,"Product Name: Titan Premium Fleetwood II 4D
Description: 4D Massage Mechanism Touch Screen Controller Computerized Body Scanning SL-Track 70 Air Cell Full Body Compression Zero Gravity Position Space Saving Technology 12 Auto Programs &amp; 6 Massage Styles Shortcut Panel Lumbar and Calf Heating Auto &amp; Manual Extendable Calf Auto / Manual Extendable Footrest Surround Sound Bluetooth Speakers const externalURL = ""https://ota-shawn.github.io/Products/Titan/Titan%20Premium%20Fleetwood%20II.html""; $(""#externalURL"").load(externalURL, () => { $(""#externalURL"").contents().unwrap(); });
[Available Options & Prices]
- [Color: Black / Delivery: Curbside Delivery - Free / Warranty: 5 Year (3 Years Full Service & Additional 2 Years Parts)] => Total Price: $6999.0 | Availability: 27 in stock
- [Standard Option] => Total Price: $7274.0 | Availability: 9 in stock
- [Standard Option] => Total Price: $6999.0 | Availability: 28 in stock
- [Standard Option] => Total Price: $7274.0 | Availability: 8 in stock
- [Standard Option] => Total Price: $6999.0 | Availability: 51 in stock
- [Standard Option] => Total Price: $7274.0 | Availability: 21 in stock",6999.0,Massage Chair,Titan
titan-pro-4d-astro,"Product Name: Titan Pro 4D Astro
Description: Intelligent Health Detection 4D Massage Mechanism Body Scan Technology SL-Track 26-Cell Air Compression Massage 20 Auto Programs 5 Manual Programs Spring-Loaded Extendable Footrest Calf Bumper &amp; Foot Rollers Lumbar Heating Touchscreen Remote Voice Recognition const externalURL = ""https://ota-shawn.github.io/Products/Titan/Astro.html""; $(""#externalURL"").load(externalURL, () => { $(""#externalURL"").contents().unwrap(); });
[Available Options & Prices]
- [Color: Black / Delivery: Curbside - Free / Warranty: 1 Year (Parts/Labor) 2&3 Year (Parts Only) - Free] => Total Price: $4499.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $4748.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $4848.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $4774.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $5023.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $5123.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $4499.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $4748.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $4848.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $4774.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $5023.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $5123.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $4499.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $4748.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $4848.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $4774.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $5023.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $5123.95 | Availability: 1000 in stock",4499.0,Massage Chair,Titan
titan-pro-acro-3d,"Product Name: Titan Pro-Acro 3D
Description: Intelligent Voice Control Heart Rate Monitor 3D Massage Mechanism SL-Track Computerized Body Scanning 24 Air Cell Full Body Compression 2 Stage Zero Gravity Space Saving Technology 21 Auto Programs &amp; 6 Massage Styles Lumbar Heat Therapy Calf Kneading Surround Sound Bluetooth Speakers USB Charger &amp; Remote Holder const externalURL = ""https://ota-shawn.github.io/Products/Titan/Titan%20Pro-Acro%203D.html""; $(""#externalURL"").load(externalURL, () => { $(""#externalURL"").contents().unwrap(); });
[Available Options & Prices]
- [Color: Black / Delivery: Curbside Delivery - Free / Warranty: 1 Year(Parts/Labor) 2&3 Year(Parts Only) - Free] => Total Price: $4999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $5248.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $5348.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $5274.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $5523.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $5623.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $4999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $5248.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $5348.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $5274.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $5523.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $5623.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $4999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $5248.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $5348.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $5274.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $5523.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $5623.95 | Availability: 1000 in stock",4999.0,Massage Chair,Titan
titan-rejuv-4d,"Product Name: Titan Rejūv 4D
Description: Intelligent Health Detection Soothing Heating Therapy SL-Track System Touchscreen Controller Lumbar Heating Therapy 18 Auto Programs &amp; 11 Massage Styles Convenient Remote Control Specialized Foot Rollers const externalURL = ""https://ota-shawn.github.io/Products/Titan/Rejuv.html""; $(""#externalURL"").load(externalURL, () => { $(""#externalURL"").contents().unwrap(); });
[Available Options & Prices]
- [Color: Brown / Delivery: Curbside Delivery - Free / Warranty: 1 Year(Parts/Labor) 2&3 Year(Parts Only) - Free] => Total Price: $2999.0 | Availability: 999 in stock
- [Standard Option] => Total Price: $3248.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3348.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3274.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3523.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3623.95 | Availability: 999 in stock
- [Standard Option] => Total Price: $2999.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3248.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3348.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3274.0 | Availability: 999 in stock
- [Standard Option] => Total Price: $3523.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3623.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $2999.0 | Availability: 999 in stock
- [Standard Option] => Total Price: $3248.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3348.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3274.0 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3523.95 | Availability: 1000 in stock
- [Standard Option] => Total Price: $3623.95 | Availability: 1000 in stock",2999.0,Massage Chair,Titan Chair
titan-summit-flex-sl-track,"Product Name: Titan Summit Flex SL-Track
Description: Flex SL-Track Computerized Body Scanning 52” Track Massage 48 Airbag Full Body Compression 2 Stage Zero Gravity Space Saving Technology 12 Auto Programs &amp; 5 Massage Styles Lumbar and Calf Heating Extendable Footrest Shortcut Dial Surround Sound Bluetooth Speakers const externalURL = ""https://ota-shawn.github.io/Products/Titan/Titan%20Summit%20Flex%20SL-Track.html""; $(""#externalURL"").load(externalURL, () => { $(""#externalURL"").contents().unwrap(); });
[Available Options & Prices]
- [Color: Black / Delivery: Curbside Delivery - Free / Warranty: 1 Year (Parts/Labor) 2&3 Year (Parts Only) - Free] => Total Price: $1299.0 | Availability: Out of Stock
- [Standard Option] => Total Price: $1548.95 | Availability: Out of Stock
- [Standard Option] => Total Price: $1648.95 | Availability: Out of Stock
- [Standard Option] => Total Price: $1574.0 | Availability: Out of Stock
- [Standard Option] => Total Price: $1823.95 | Availability: Out of Stock
- [Standard Option] => Total Price: $1923.95 | Availability: Out of Stock
- [Standard Option] => Total Price: $1299.0 | Availability: Out of Stock
- [Standard Option] => Total Price: $1548.95 | Availability: Out of Stock
- [Standard Option] => Total Price: $1648.95 | Availability: Out of Stock
- [Standard Option] => Total Price: $1574.0 | Availability: Out of Stock
- [Standard Option] => Total Price: $1823.95 | Availability: Out of Stock
- [Standard Option] => Total Price: $1923.95 | Availability: Out of Stock
- [Standard Option] => Total Price: $1299.0 | Availability: Out of Stock
- [Standard Option] => Total Price: $1548.95 | Availability: Out of Stock
- [Standard Option] => Total Price: $1648.95 | Availability: Out of Stock
- [Standard Option] => Total Price: $1574.0 | Availability: Out of Stock
- [Standard Option] => Total Price: $1823.95 | Availability: Out of Stock
- [Standard Option] => Total Price: $1923.95 | Availability: Out of Stock",1299.0,Massage Chair,Titan
